episode,n_matched,energy_laugh,energy_nolaugh,base_laugh_rTPJ,base_nolaugh_rTPJ,match_laugh_rTPJ,match_nolaugh_rTPJ,base_laugh_visual_cortex,base_nolaugh_visual_cortex,match_laugh_visual_cortex,match_nolaugh_visual_cortex,base_laugh_auditory_cortex,base_nolaugh_auditory_cortex,match_laugh_auditory_cortex,match_nolaugh_auditory_cortex
s01e17a,222,8.927892515893843,8.33082946697871,0.09292659863519015,0.13985080243812967,0.0514314326234655,0.12993889438663317,0.445337427032356,0.47919139517323206,0.42421582637966965,0.4743323388919149,0.2138725536633337,0.13465926199407816,0.21861103171188948,0.13579466688773925
s01e17b,224,9.953449969188027,9.719290428363637,0.2191304631760624,0.13729813659034293,0.22151987223906602,0.1514050644273739,0.5228497048714059,0.5841471949465297,0.5187376011712669,0.524265111689858,0.20537832900692354,0.24991790759929997,0.21383885062174857,0.2166969662172702
s01e18a,203,9.345916332048777,11.005831972994935,0.12584939092926042,0.1412912667036335,0.14952066413509418,0.14386382295889275,0.3411517868369518,0.4322218886391312,0.3049698783355611,0.4146367880835459,0.08699171904319358,0.21521161609154385,0.11387930996194716,0.21539340719397107
s01e18b,223,9.50230887370265,9.197850271428447,0.09051991177807746,0.16351414573387565,0.08852822818880486,0.17902790293171747,0.44650902617042093,0.4946032105161154,0.45617227005626715,0.5162913209749734,0.24588631238274616,0.2710619166230523,0.24936122785818504,0.2705837235077779
s01e19a,222,11.11709458620652,10.691597084273825,0.11702867224822212,0.15386171014562186,0.10588357760585282,0.15661521691782862,0.3470094382935083,0.42928400698480357,0.3462736687291163,0.40914197631165683,0.2711820778195177,0.19780429598836288,0.25884337267993657,0.2126974160415959
s01e19b,223,8.473053009232931,8.539344068053815,0.04420799509027393,0.11720156584479159,0.03158249060589185,0.12628525959460093,0.4041587631512247,0.45785722647049104,0.37721017750936375,0.44208237412940554,0.3075125588326855,0.26797494360831103,0.2981076215082738,0.2895340606895613
s01e20a,211,10.731658645261797,11.608364914876843,0.17020285415677727,0.1459369549277249,0.17113047031740117,0.139608101592976,0.35875629751530663,0.37045523140571096,0.3224608531750542,0.3752074750129067,0.18688158734978869,0.14164640520834368,0.14852216573315183,0.13590010911070147
s01e20b,203,10.776355336904526,9.408427944779396,0.18564814354196843,0.18492877115333903,0.17932721247446534,0.17900338160160675,0.47721806912994186,0.49455719045294083,0.4407362768913155,0.4921663770939513,0.2750160756690778,0.18696253181068526,0.29818657350442196,0.20467906229854704
s01e21a,240,11.35326761697468,12.133375017888962,-0.02416744909023606,0.011699804675910204,-0.023478475712540133,0.019811052389987708,0.5247896154877022,0.5013402365232636,0.5112648492883587,0.4984556025930163,0.16105859557383395,0.22270077095418803,0.16874019694117004,0.22388388620482683
s01e21b,208,10.830081666902053,9.851570600347154,0.04349165944925939,0.13390241444447126,0.04334789096465871,0.13724655237680355,0.4900729593912443,0.5399769458274739,0.4812085605060241,0.5667727209858939,0.21073825543676805,0.23243291643614103,0.21500123387864367,0.18871193634557112
