episode,season,category,beta_rTPJ,beta_visual_cortex,beta_auditory_cortex,beta_dorsal_striatum
s01e19a,1,Language,-0.07671381746993938,-1.0780108479456219,-0.9640252036240509,0.07362090306012756
s01e19a,1,Logic,0.42083973832819754,-0.054273656642832735,-1.168466489163199,0.163973577104347
s01e19a,1,Identity,-0.4575196648789761,-0.4619170145192891,-1.600534663363379,0.5138399894039846
s01e19b,1,Language,0.335425558060669,0.08132474104094334,-0.6001187500145524,0.13737248639871957
s01e19b,1,Logic,0.02468158461882452,0.08132579089154757,-0.9089135774373921,0.038100904260601545
s01e19b,1,Identity,0.10865113136225577,-0.17671664058153078,-0.9977876471981854,-0.16015634117023134
s01e20a,1,Language,0.9163820788359615,0.33865486462287664,-2.170484992739975,0.046858168262069094
s01e20a,1,Logic,0.11960191757887925,0.6736150770754279,-0.49717265520964254,0.5208855018918449
s01e20b,1,Language,-1.6496440556917937,-0.21342443128183236,-0.12671265992740927,0.0520663647822114
s01e20b,1,Logic,0.42601722857631036,0.9618695485132478,-0.8740251544386989,0.401123757366468
s01e20b,1,Identity,0.076654430643314,0.4377431854118109,-1.1212414390463692,-0.052676591475289775
s01e21a,1,Language,0.7253599669455398,1.2542010377228459,-0.6300780314369039,0.7122158965873465
s01e21a,1,Logic,0.08333300313853326,0.0161560540929949,-0.664463301955079,0.16306662144008935
s01e21a,1,Identity,-0.27761096473028246,-0.49917063122202726,-0.9164293028301781,-0.020515353897135304
s01e21b,1,Language,0.8675340119522409,0.7617938492197485,-0.8230758120188285,0.587126077686777
s01e21b,1,Logic,0.4212117635596197,0.4791564798415233,-0.4304833877105934,0.2851799058607622
s01e22a,1,Language,0.30800385675992636,1.01101652096942,-0.18986172283623595,0.5117890513031504
s01e22a,1,Logic,0.39040959776261047,0.1786291650599123,-0.33865703576825174,0.4166586636509124
s01e22b,1,Language,0.5211343407834277,0.2784054508683567,-0.4051867285958773,0.24532848999172738
s01e22b,1,Logic,0.24456612412372536,-0.18365957515521003,-0.5982604091814452,0.2696648835612289
s01e22b,1,Identity,1.4492719235862714,0.6206993710352268,-0.887669244915669,0.4603191098318667
s01e23a,1,Language,-0.11469964134735543,0.2924535790673042,-0.43183049285495023,0.08802089742119387
s01e23a,1,Logic,0.0938571360645471,0.4474706019819905,-0.49092547500997585,0.09173464526505815
s01e23b,1,Language,0.3017876248322806,1.138313167506885,-1.1382907129903763,-0.22794821403551652
s01e23b,1,Logic,0.23254616423291935,1.0981082296949176,-0.47945275771186063,0.32765075755867434
s01e23b,1,Identity,-0.6073986710800264,0.15503465457941476,-1.1772001214514913,0.08839350937676159
s01e24a,1,Language,-0.03377866140595198,0.5982255036095966,-0.5905181679509278,0.22222605344087276
s01e24a,1,Logic,0.015505506936043795,0.7152474672564942,-0.4038779456487407,0.292779133942993
s01e24a,1,Identity,0.5184123715955913,-1.182892127347633,-0.8594956425727278,0.31823818888709005
s01e24b,1,Language,0.3542580767321894,0.581388774353162,-0.49808944942824473,0.6455339940641824
s01e24b,1,Logic,0.5041558500018334,0.3792933439480948,-0.3511209824468667,0.48048570819514763
s01e24b,1,Identity,-0.1553038422891993,1.4155942049617787,-0.31796949154270643,0.697864448631974
s02e01a,2,Language,-0.42705606210216784,0.277704753601919,-0.4835362955662232,0.1956758089530754
s02e01a,2,Logic,0.35412631638169245,0.707372616694851,-0.350570095140258,0.2036119132738159
s02e01b,2,Language,-0.2094493125334913,0.0791358824738417,0.009471236228809674,0.24266182193733352
s02e01b,2,Logic,-0.20924192054556995,0.2838918471377118,-0.7397764226886645,0.07754822902749839
s02e01b,2,Identity,-0.13042312258130773,0.023286682368464012,-2.4482901343117143,-0.852829132550899
s02e02a,2,Language,0.06695760519622293,-0.2253290223778903,-1.1761192167158079,-0.007035108894454287
s02e02a,2,Logic,-0.10081376906036366,0.3002519990848176,-0.3199942241732146,0.18021362417055908
